timestamp,motion_sensor,door_sensor,bed_sensor,step_count,sleep_hours
2025-08-27 21:09:08.234601,44.96714153011233,0,0.04308678494144077,0.0,0.0
2025-08-27 22:09:08.234601,46.47688538100692,0,0.8523029856408025,0.0,0.0
2025-08-27 23:09:08.234601,2.531693250553328,0,0.6765863043050819,0.0,0.0
2025-08-28 00:09:08.234601,6.158425631014783,0,0.7767434729152909,7061.051228130096,7.934048034868772
2025-08-28 01:09:08.234601,2.0731646143750755,0,0.6534270246429743,0.0,0.0
2025-08-28 02:09:08.234601,3.4839245431320682,0,0.5086719755342202,0.0,0.0
2025-08-28 03:09:08.234601,0.0,0,0.6437712470759027,0.0,0.0
2025-08-28 04:09:08.234601,0.9743377593311524,0,0.7314247332595274,0.0,0.0
2025-08-28 05:09:08.234601,1.1839518489575782,0,0.5587696298664708,0.0,0.0
2025-08-28 06:09:08.234601,66.98473153382331,0,0.6774223699513464,0.0,0.0
2025-08-28 07:09:08.234601,46.012923070318855,0,0.5575251813786543,0.0,0.0
2025-08-28 08:09:08.234601,36.834259132122256,1,0.055546129485493305,0.0,0.0
2025-08-28 09:09:08.234601,35.99041965121793,2,0.03541531251033617,0.0,0.0
2025-08-28 10:09:08.234601,28.596214353890158,3,0.04972360688399369,0.0,0.0
2025-08-28 11:09:08.234601,68.33975649862928,3,0.10968198621411587,0.0,0.0
2025-08-28 12:09:08.234601,37.62365979264635,1,0.09408805194743053,0.0,0.0
2025-08-28 13:09:08.234601,22.890975885618708,2,0.0,0.0,0.0
2025-08-28 14:09:08.234601,39.12341947482154,1,0.0,0.0,0.0
2025-08-28 15:09:08.234601,26.876935996328495,0,0.0805838144420434,0.0,0.0
2025-08-28 16:09:08.234601,41.98547353655647,2,0.09438742297966787,0.0,0.0
2025-08-28 17:09:08.234601,24.929389721328338,3,0.034539381207439275,0.0,0.0
2025-08-28 18:09:08.234601,28.936650259939718,4,0.0,0.0,0.0
2025-08-28 19:09:08.234601,49.72963533755787,3,0.08977977319479709,0.0,0.0
2025-08-28 20:09:08.234601,36.01361609984799,0,0.0469567956262627,0.0,0.0
2025-08-28 21:09:08.234601,40.870470682381715,0,0.03504963247670663,0.0,0.0
2025-08-28 22:09:08.234601,40.91760776535502,0,0.5012431085399107,0.0,0.0
2025-08-28 23:09:08.234601,2.560656224324976,0,0.7357112571511746,0.0,0.0
2025-08-29 00:09:08.234601,5.955788089483033,0,0.6481729781726352,6383.012794213625,7.098594365132371
2025-08-29 01:09:08.234601,4.830804235404148,0,0.7328751109659684,0.0,0.0
2025-08-29 02:09:08.234601,1.9404795924659224,0,0.7513267433113355,0.0,0.0
2025-08-29 03:09:08.234601,3.194155098696081,0,0.7968644990532889,0.0,0.0
2025-08-29 04:09:08.234601,1.5958938122452953,0,0.6672337853402232,0.0,0.0
2025-08-29 05:09:08.234601,2.215783693735685,0,0.5536485051867881,0.0,0.0
2025-08-29 06:09:08.234601,49.44180415596864,0,0.7261055272179889,0.0,0.0
2025-08-29 07:09:08.234601,45.07670184963691,0,0.6765412866624853,0.0,0.0
2025-08-29 08:09:08.234601,23.769438869243785,0,0.02896773386173205,0.0,0.0
2025-08-29 09:09:08.234601,51.79404489800264,2,0.04169695458244674,0.0,0.0
2025-08-29 10:09:08.234601,38.090604688673174,2,0.04627770421169164,0.0,0.0
2025-08-29 11:09:08.234601,22.12961798677211,0,0.0003706910298404767,0.0,0.0
2025-08-29 12:09:08.234601,35.72276251929232,0,0.17316210562426432,0.0,0.0
2025-08-29 13:09:08.234601,40.733049193202326,1,0.03704856776305548,0.0,0.0
2025-08-29 14:09:08.234601,39.07785157023972,2,0.04963099250277135,0.0,0.0
2025-08-29 15:09:08.234601,44.49238336451656,3,0.0045306272602630565,0.0,0.0
2025-08-29 16:09:08.234601,23.113564098431738,0,0.021685113519861406,0.0,0.0
2025-08-29 17:09:08.234601,55.47925944414155,0,0.09367947078176897,0.0,0.0
2025-08-29 18:09:08.234601,24.493365689338674,1,0.05342814874030137,0.0,0.0
2025-08-29 19:09:08.234601,30.80575765766197,1,0.127496720250877,0.0,0.0
2025-08-29 20:09:08.234601,32.16746707663763,4,0.033896924189716224,0.0,0.0
2025-08-29 21:09:08.234601,53.63886524417105,0,0.17695813581346664,0.0,0.0
2025-08-29 22:09:08.234601,36.75509042171107,0,0.6794133282904494,0.0,0.0
2025-08-29 23:09:08.234601,0.11991710463240413,0,0.819072725611364,0.0,0.0
2025-08-30 00:09:08.234601,5.598793628528975,0,0.6132853843950447,9235.28169102229,8.473656637584089
2025-08-30 01:09:08.234601,3.4525765389977496,0,0.7847401432576638,0.0,0.0
2025-08-30 02:09:08.234601,3.3496660239829428,0,0.578314510764076,0.0,0.0
2025-08-30 03:09:08.234601,5.098694784641731,0,0.83251056615142,0.0,0.0
2025-08-30 04:09:08.234601,4.469002129760091,0,0.604550273803858,0.0,0.0
2025-08-30 05:09:08.234601,1.4976411506721432,0,0.5869571946879469,0.0,0.0
2025-08-30 06:09:08.234601,56.549660398961905,0,0.8268389522403902,0.0,0.0
2025-08-30 07:09:08.234601,51.36729366084676,0,0.794053558496201,0.0,0.0
2025-08-30 08:09:08.234601,31.98538365030938,2,0.05729309262141548,0.0,0.0
2025-08-30 09:09:08.234601,43.843474358788434,6,0.0670575987408322,0.0,0.0
2025-08-30 10:09:08.234601,23.443812487206483,0,0.09885900004065366,0.0,0.0
2025-08-30 11:09:08.234601,22.14929002326665,4,0.07412362076215927,0.0,0.0
2025-08-30 12:09:08.234601,33.51041133342009,6,0.08701704089738693,0.0,0.0
2025-08-30 13:09:08.234601,37.56912492956245,3,0.0,0.0,0.0
2025-08-30 14:09:08.234601,35.698504621352,5,0.0,0.0,0.0
2025-08-30 15:09:08.234601,41.18042320650392,9,0.07568929754561045,0.0,0.0
2025-08-30 16:09:08.234601,25.72609742554914,1,0.03815906966299956,0.0,0.0
2025-08-30 17:09:08.234601,62.77590280008211,2,0.0,0.0,0.0
2025-08-30 18:09:08.234601,31.06879726370777,4,0.033259137630263315,0.0,0.0
2025-08-30 19:09:08.234601,40.45571839903814,5,0.017419982619709146,0.0,0.0
2025-08-30 20:09:08.234601,33.38213535231612,1,0.0926216667398112,0.0,0.0
2025-08-30 21:09:08.234601,45.049872789804574,0,0.09328775970850609,0.0,0.0
2025-08-30 22:09:08.234601,27.997035929442237,0,0.6665498764159051,0.0,0.0
2025-08-30 23:09:08.234601,2.050109377678088,0,0.6346670767426288,0.0,0.0
2025-08-31 00:09:08.234601,6.530908480562194,0,0.7404981710960955,5478.23209132991,8.234289557643821
2025-08-31 01:09:08.234601,7.2443123940252665,0,0.8032465260551147,0.0,0.0
2025-08-31 02:09:08.234601,0.0,0,0.6515765927133748,0.0,0.0
2025-08-31 03:09:08.234601,5.533822298373245,0,0.6292330534381219,0.0,0.0
2025-08-31 04:09:08.234601,3.887638856292457,0,0.7774634053429337,0.0,0.0
2025-08-31 05:09:08.234601,1.146139056843834,0,0.6940474643938199,0.0,0.0
2025-08-31 06:09:08.234601,0.0,0,0.597561235866571,0.0,0.0
2025-08-31 07:09:08.234601,41.2114777291026,0,0.575221681803515,0.0,0.0
